Escherichia coli 55989 chromosome, complete genome - 1..5154862
4755 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
4113310..4114308	+	332	218697292	yiaK	EC55989_4032	-	COG2055C	2,3-diketo-L-gulonate reductase
4114320..4114787	+	155	218697293	yiaL	EC55989_4033	-	COG2731G	hypothetical protein
4114905..4115378	+	157	218697294	yiaM	EC55989_4034	-	COG3090G	2,3-diketo-L-gulonate TRAP transporter small permease
4115381..4116658	+	425	218697295	yiaN	EC55989_4035	-	COG1593G	transporter
4116671..4117657	+	328	218697296	yiaO	EC55989_4036	-	COG1638G	transporter
4117661..4119157	+	498	218697297	lyxK	EC55989_4037	-	COG1070G	L-xylulose kinase
4119154..4119816	+	220	218697298	sgbH	EC55989_4038	-	COG0269G	3-keto-L-gulonate-6-phosphate decarboxylase
4119809..4120669	+	286	218697299	sgbU	EC55989_4039	-	COG3623G	L-xylulose 5-phosphate 3-epimerase
4120663..4121358	+	231	218697300	sgbE	EC55989_4040	-	COG0235G	L-ribulose-5-phosphate 4-epimerase
4121705..4122445	-	246	218697301	yiaT	EC55989_4041	-	COG3713M	outer membrane protein
4122569..4123543	+	324	218697302	yiaU	EC55989_4042	-	COG0583K	DNA-binding transcriptional regulator
4123540..4124676	-	378	218697303	yiaV	EC55989_4043	-	COG1566V	membrane fusion protein (MFP) component of efflux pump, signal anchor
4124682..4125005	-	107	218697304	yiaW	EC55989_4044	-	-	inner membrane protein
4125119..4125331	+	70	218697305	-	EC55989_4045	-	-	membrane protein
4125550..4127088	-	512	218697306	aldB	EC55989_4046	-	COG1012C	aldehyde dehydrogenase
4127253..4128404	-	383	218697307	yiaY	EC55989_4047	-	COG1454C	alcohol dehydrogenase
4128594..4130438	-	614	218697308	selB	EC55989_4048	-	COG3276J	selenocysteinyl-tRNA-specific translation factor
4130435..4131826	-	463	218697309	selA	EC55989_4049	-	COG1921E	selenocysteine synthase
4131924..4132532	-	202	218697310	yibF	EC55989_4050	-	COG0625O	glutathione S-transferase
4132531..4132674	+	47	218697311	-	EC55989_4051	-	-	hypothetical protein
4132761..4136726	+	1321	218697312	rhsB	EC55989_4052	-	COG3209M	rhsB element core protein RshB
4136968..4137351	+	127	218697313	yhhH	EC55989_4053	-	-	hypothetical protein
4137970..4138473	-	167	218697314	-	EC55989_4055	-	COG1662L	Insertion element IS1 1/5/6 protein InsB
4138392..4138667	-	91	218697315	-	EC55989_4056	-	COG3677L	Insertion element IS1 protein InsA
4139117..4140061	+	314	218697316	-	EC55989_4058	-	COG3209M	rhs protein (modular protein)
4140073..4140534	+	153	218697317	yibG	EC55989_4059	-	COG0790R	hypothetical protein
4142133..4143269	-	378	218697318	yibH	EC55989_4061	-	COG1566V	hypothetical protein
4143272..4143634	-	120	218697319	yibI	EC55989_4062	-	-	inner membrane protein
4144171..4146084	+	637	218697320	mtlA	EC55989_4063	-	COG2213G	fused mannitol-specific PTS enzymes: IIA components ; IIB components ; IIC components
4146314..4147462	+	382	218697321	mtlD	EC55989_4064	-	COG0246G	mannitol-1-phosphate 5-dehydrogenase
4147462..4148049	+	195	218697322	mtlR	EC55989_4065	-	COG3722K	mannitol repressor protein
4148061..4148270	-	69	218697323	yibT	EC55989_4066	-	-	hypothetical protein
4148555..4148917	+	120	218697324	yibL	EC55989_4067	-	COG0445D	hypothetical protein
4149461..4150144	+	227	218697325	-	EC55989_4068	-	-	hypothetical protein
4150188..4155038	+	1616	218697326	-	EC55989_4069	-	COG5295UW	adhesin
4155407..4157062	+	551	218697327	lldP	EC55989_4070	-	COG1620C	L-lactate permease
4157062..4157838	+	258	218697328	lldR	EC55989_4071	-	COG2186K	DNA-binding transcriptional repressor LldR
4157835..4159025	+	396	218697329	lldD	EC55989_4072	-	COG1304C	L-lactate dehydrogenase
4159211..4159684	+	157	218697330	yibK	EC55989_4073	-	COG0219J	tRNA/rRNA methyltransferase YibK
4159737..4160558	-	273	218697331	cysE	EC55989_4074	-	COG1045E	serine acetyltransferase
4160638..4161657	-	339	218697332	gpsA	EC55989_4075	-	COG0240C	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
4161657..4162124	-	155	218697333	secB	EC55989_4076	-	COG1952U	preprotein translocase subunit SecB
4162187..4162438	-	83	218697334	grxC	EC55989_4077	-	COG0695O	glutaredoxin 3
4162580..4163011	-	143	218697335	yibN	EC55989_4078	-	COG0607P	rhodanese-related sulfurtransferase
4163256..4164800	+	514	218697336	gpmI	EC55989_4079	-	COG0696G	phosphoglyceromutase
4164834..4166093	+	419	218697337	envC	EC55989_4080	-	COG4942D	hypothetical protein
4166097..4167056	+	319	218697338	yibQ	EC55989_4081	-	COG2861S	polysaccharide deacetylase
4167043..4168077	-	344	218697339	yibD	EC55989_4082	-	COG0463M	glycosyl transferase family protein
4168316..4169341	-	341	218697340	tdh	EC55989_4083	-	COG1063ER	L-threonine 3-dehydrogenase
4169351..4170547	-	398	218697341	kbl	EC55989_4084	-	COG0156H	2-amino-3-ketobutyrate CoA ligase
4170822..4171679	-	285	218697342	htrL	EC55989_4085	-	-	hypothetical protein
4171983..4172915	+	310	218697343	rfaD	EC55989_4086	-	COG0451MG	ADP-L-glycero-D-manno-heptose-6-epimerase
4172925..4173971	+	348	218697344	waaF	EC55989_4087	-	COG0859M	ADP-heptose--LPS heptosyltransferase
4173975..4174967	+	330	218697345	waaC	EC55989_4088	-	COG0859M	ADP-heptose--LPS heptosyltransferase
4174964..4176172	+	402	218697346	rfaL	EC55989_4089	-	COG3307M	O-antigen ligase
4176208..4177350	-	380	218697347	rfaK	EC55989_4090	-	COG0438M	Lipopolysaccharide 1, 2-N-acetylglucosaminetransferase
4177359..4178372	-	337	218697348	rfaJ	EC55989_4091	-	COG1442M	Lipopolysaccharide 1,2-glucosyltransferase
4178397..4179104	-	235	218697349	rfaY	EC55989_4092	-	COG3642T	lipopolysaccharide core biosynthesis protein
4179130..4180137	-	335	218697350	rfaI	EC55989_4093	-	COG1442M	Lipopolysaccharide 1,3-galactosyltransferase
4180180..4180986	-	268	218697351	waaP	EC55989_4094	-	-	kinase that phosphorylates core heptose of lipopolysaccharide
4180970..4182094	-	374	218697352	waaG	EC55989_4095	-	COG0438M	glucosyltransferase I
4182091..4183149	-	352	218697353	waaQ	EC55989_4096	-	COG0859M	lipopolysaccharide core biosynthesis protein
4183562..4184839	+	425	218697354	kdtA	EC55989_4097	-	COG1519M	3-deoxy-D-manno-octulosonic-acid transferase
4184847..4185326	+	159	218697355	coaD	EC55989_4098	-	COG0669H	phosphopantetheine adenylyltransferase
4185365..4186174	-	269	218697356	mutM	EC55989_4099	-	COG0266L	formamidopyrimidine-DNA glycosylase
4186272..4186439	-	55	218697357	rpmG	EC55989_4100	-	COG0267J	50S ribosomal protein L33
4186460..4186696	-	78	218697358	rpmB	EC55989_4101	-	COG0227J	50S ribosomal protein L28
4186913..4187581	-	222	218697359	radC	EC55989_4103	-	COG2003L	DNA repair protein RadC
4187753..4188973	+	406	218697360	dfp	EC55989_4104	-	COG0452H	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
4188954..4189409	+	151	218697361	dut	EC55989_4105	-	COG0756F	deoxyuridine 5'-triphosphate nucleotidohydrolase
4189516..4190112	+	198	218697362	slmA	EC55989_4106	-	COG1309K	nucleoid occlusion protein
4190149..4190790	-	213	218697363	pyrE	EC55989_4107	-	COG0461F	orotate phosphoribosyltransferase
4190856..4191596	-	246	218697364	rph	EC55989_4108	-	COG0689J	ribonuclease PH
4191699..4192562	+	287	218697365	yicC	EC55989_4109	-	COG1561S	hypothetical protein
4192771..4193607	+	278	218697366	dinD	EC55989_4110	-	-	DNA-damage-inducible protein D
4193899..4194516	+	205	218697367	yicG	EC55989_4111	-	COG2860S	inner membrane protein
4194513..4196195	-	560	218697368	ligB	EC55989_4112	-	COG0272L	NAD-dependent DNA ligase LigB
4196453..4197076	+	207	218697369	gmk	EC55989_4114	-	COG0194F	guanylate kinase
4197131..4197406	+	91	218697370	rpoZ	EC55989_4115	-	COG1758K	DNA-directed RNA polymerase subunit omega
4197425..4199533	+	702	218697371	spoT	EC55989_4116	-	COG0317TK	bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase
4199540..4200229	+	229	218697372	trmH	EC55989_4117	-	COG0566J	tRNA guanosine-2'-O-methyltransferase
4200235..4202316	+	693	218697373	recG	EC55989_4118	-	COG1200LK	ATP-dependent DNA helicase RecG
4202482..4203687	-	401	218697374	gltS	EC55989_4119	-	COG0786E	glutamate transporter
4203967..4205358	+	463	218697375	yicE	EC55989_4121	-	COG2233F	transporter
4205479..4207188	+	569	218697376	yicH	EC55989_4122	-	-	hypothetical protein
4207241..4209559	-	772	218697377	yicI	EC55989_4123	-	COG1501G	alpha-xylosidase
4209569..4210951	-	460	218697378	yicJ	EC55989_4124	-	COG2211G	transporter
4211444..4211593	+	49	218697379	-	EC55989_4125	-	COG3943R	hypothetical protein
4211975..4213159	+	394	218697380	setC	EC55989_4126	-	COG2814G	sugar efflux system
4213270..4214193	+	307	218697381	yicL	EC55989_4127	-	COG5006R	inner membrane protein
4214197..4215015	-	272	218697382	nlpA	EC55989_4128	-	COG1464P	hypothetical protein
4215237..4215530	+	97	218697383	yicS	EC55989_4129	-	-	hypothetical protein
4215571..4216926	-	451	218697384	nepI	EC55989_4130	-	COG2814G	ribonucleoside transporter
4216972..4217424	-	150	218697385	yicN	EC55989_4131	-	-	hypothetical protein
4217477..4218811	-	444	218697386	yicO	EC55989_4132	-	COG2252R	xanthine/uracil permease
4218986..4220752	+	588	218697387	ade	EC55989_4133	-	COG1001F	cryptic adenine deaminase
4220797..4222188	-	463	218697388	uhpT	EC55989_4134	-	COG2271G	sugar phosphate antiporter
4222326..4223645	-	439	218697389	uhpC	EC55989_4135	-	COG2271G	regulatory protein UhpC
4223655..4225157	-	500	218697390	uhpB	EC55989_4136	-	COG3851T	sensory histidine kinase UhpB
4225157..4225747	-	196	218697391	uhpA	EC55989_4137	-	COG2197TK	DNA-binding transcriptional activator UhpA
4225822..4226112	-	96	218697392	ilvN	EC55989_4138	-	COG0440E	acetolactate synthase 1 regulatory subunit
4226116..4227804	-	562	218697393	ilvB	EC55989_4139	-	COG0028EH	acetolactate synthase catalytic subunit
4227910..4228008	-	32	218697395	ivbL	EC55989_5072	-	-	ilvB operon leader peptide
4228537..4228788	-	83	218697396	-	EC55989_4141	-	-	hypothetical protein
4229081..4230265	+	394	218697397	emrD	EC55989_4142	-	COG2814G	multidrug resistance protein D
4230273..4230770	-	165	218697398	yidF	EC55989_4143	-	COG0641R	DNA-binding transcriptional regulator
4230767..4231129	-	120	218697399	yidG	EC55989_4144	-	-	inner membrane protein
4231119..4231466	-	115	218697400	yidH	EC55989_4145	-	COG2149S	inner membrane protein
4231575..4232024	+	149	218697401	yidI	EC55989_4146	-	-	inner membrane protein
4232071..4233564	-	497	218697402	yidJ	EC55989_4147	-	COG3119P	sulfatase/phosphatase
4233561..4235276	-	571	218697403	yidK	EC55989_4148	-	COG4146R	symporter YidK
4235413..4236336	+	307	218697404	yidL	EC55989_4149	-	COG2207K	DNA-binding transcriptional regulator
4237147..4239024	-	625	218697405	-	EC55989_4152	-	COG1263G	PTS system alpha-glucoside-specific EIICB component
4239059..4239775	+	238	218697406	yidP	EC55989_4153	-	COG2188K	DNA-binding transcriptional regulator
4239772..4241433	-	553	218697407	yidE	EC55989_4154	-	COG2985R	hypothetical protein
4241630..4242058	-	142	218697408	ibpB	EC55989_4155	-	COG0071O	heat shock chaperone IbpB
4242170..4242583	-	137	218697409	ibpA	EC55989_4156	-	COG0071O	heat shock protein IbpA
4242889..4243221	+	110	218697410	yidQ	EC55989_4157	-	COG5645R	hypothetical protein
4243223..4244437	-	404	218697411	yidR	EC55989_4158	-	COG0823U	hypothetical protein
4244538..4245602	+	354	218697412	cbrA	EC55989_4159	-	COG0644C	oxidoreductase
4245599..4246891	-	430	218697413	dgoT	EC55989_4160	-	COG2271G	D-galactonate transporter
4247011..4248159	-	382	218697414	dgoD	EC55989_4161	-	COG4948MR	galactonate dehydratase
4248156..4248773	-	205	218697415	dgoA	EC55989_4162	-	COG0800G	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
4248757..4249635	-	292	218697416	dgoK	EC55989_4163	-	COG3734G	2-oxo-3-deoxygalactonate kinase
4249632..4250321	-	229	218697417	dgoR	EC55989_4164	-	COG2186K	DNA-binding transcriptional regulator
4250599..4251255	+	218	218697418	yidX	EC55989_4165	-	-	hypothetical protein
4251301..4252113	-	270	218697419	yidA	EC55989_4166	-	COG0561R	sugar phosphatase
4252228..4252626	-	132	218697420	yidB	EC55989_4167	-	COG3753S	hypothetical protein
4252866..4255280	-	804	218697421	gyrB	EC55989_4168	-	COG0187L	DNA gyrase subunit B
4255309..4256382	-	357	218697422	recF	EC55989_4169	-	COG1195L	recombination protein F
4256382..4257482	-	366	218697423	dnaN	EC55989_4170	-	COG0592L	DNA polymerase III subunit beta
4257487..4258890	-	467	218697424	dnaA	EC55989_4171	-	COG0593L	chromosomal replication initiation protein
4259497..4259637	+	46	218697425	rpmH	EC55989_4173	-	COG0230J	50S ribosomal protein L34
4259654..4260013	+	119	218697426	rnpA	EC55989_4174	-	COG0594J	ribonuclease P
4259977..4260234	+	85	218697427	yidD	EC55989_4175	-	COG0759S	hypothetical protein
4260237..4261883	+	548	218697428	yidC	EC55989_4176	-	COG0706U	inner membrane protein translocase component YidC
4261989..4263353	+	454	218697429	trmE	EC55989_4177	-	COG0486R	tRNA modification GTPase TrmE
4263596..4263670	+	24	218697430	tnaC	EC55989_5073	-	-	tryptophanase leader peptide
4263891..4265306	+	471	218697431	tnaA	EC55989_4178	-	COG3033E	tryptophanase
4265397..4266644	+	415	218697432	tnaB	EC55989_4179	-	COG0814E	tryptophan permease TnaB
4266777..4267952	+	391	218697433	mdtL	EC55989_4180	-	COG2814G	multidrug efflux system protein MdtL
4267927..4268886	+	319	218697434	yidZ	EC55989_4181	-	COG0583K	DNA-binding transcriptional regulator YidZ
4269031..4269792	+	253	218697435	yieE	EC55989_4182	-	COG2091H	phosphopantetheinyl transferase
4269814..4270380	+	188	218697436	yieF	EC55989_4183	-	COG0431R	chromate reductase, Class I, flavoprotein
4270434..4271771	-	445	218697437	yieG	EC55989_4184	-	COG2252R	inner membrane protein
4271938..4272603	+	221	218697438	yieH	EC55989_4185	-	COG0637R	6-phosphogluconate phosphatase
4272670..4273143	+	157	218697439	yieI	EC55989_4186	-	-	inner membrane protein
4273192..4273779	+	195	218697440	cbrC	EC55989_4187	-	COG3196S	hypothetical protein
4273841..4274563	-	240	218697441	yieK	EC55989_4188	-	COG0363G	6-phosphogluconolactonase
4274578..4275774	-	398	218697442	yieL	EC55989_4189	-	COG2382P	xylanase
4275774..4277390	-	538	218697443	bglH	EC55989_4190	-	COG4580G	carbohydrate-specific outer membrane porin, cryptic
4277476..4278870	-	464	218697444	bglB	EC55989_4191	-	COG2723G	cryptic phospho-beta-glucosidase B
4278889..4280766	-	625	218697445	bglF	EC55989_4192	-	COG1263G	PTS system beta-glucoside-specific transporter subunit IIABC
4282022..4282747	-	241	218697446	phoU	EC55989_4195	-	COG0704P	transcriptional regulator PhoU
4282762..4283535	-	257	218697447	pstB	EC55989_4196	-	COG1117P	phosphate transporter ATP-binding protein
4283626..4284516	-	296	218697448	pstA	EC55989_4197	-	COG0581P	phosphate transporter permease subunit PtsA
4284516..4285475	-	319	218697449	pstC	EC55989_4198	-	COG0573P	phosphate transporter permease subunit PstC
4285562..4286602	-	346	218697450	pstS	EC55989_4199	-	COG0226P	phosphate ABC transporter substrate-binding protein
4286850..4287923	-	357	218697451	lpfD	EC55989_4200	-	COG3539NU	fimbrial protein LpfD; adhesin
4287934..4290456	-	840	218697452	lpfC	EC55989_4201	-	COG3188NU	fimbrial usher
4290481..4291212	-	243	218697453	lfpB	EC55989_4202	-	COG3121NU	fimbrial chaperone protein
4291260..4291832	-	190	218697454	lpfA	EC55989_4203	-	COG3539NU	major fimbrial subunit
4292134..4293963	-	609	218697455	glmS	EC55989_4204	-	COG0449M	glucosamine--fructose-6-phosphate aminotransferase
4294125..4295495	-	456	218697456	glmU	EC55989_4205	-	COG1207M	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
4295846..4296265	-	139	218697457	atpC	EC55989_4206	-	COG0355C	ATP synthase F0F1 subunit epsilon
4296286..4297668	-	460	218697458	atpD	EC55989_4207	-	COG0055C	ATP synthase F0F1 subunit beta
4297695..4298558	-	287	218697459	atpG	EC55989_4208	-	COG0224C	ATP synthase F0F1 subunit gamma
4298609..4300150	-	513	218697460	atpA	EC55989_4209	-	COG0056C	ATP synthase F0F1 subunit alpha
4300163..4300696	-	177	218697461	atpH	EC55989_4210	-	COG0712C	ATP synthase F0F1 subunit delta
4300711..4301181	-	156	218697462	atpF	EC55989_4211	-	COG0711C	ATP synthase F0F1 subunit B
4301243..4301482	-	79	218697463	atpE	EC55989_4212	-	COG0636C	ATP synthase F0F1 subunit C
4301529..4302344	-	271	218697464	atpB	EC55989_4213	-	COG0356C	ATP synthase F0F1 subunit A
4302353..4302733	-	126	218697465	atpI	EC55989_4214	-	COG3312C	F0F1 ATP synthase subunit I
4303350..4303973	-	207	218697466	gidB	EC55989_4215	-	COG0357M	16S rRNA methyltransferase GidB
4304037..4305926	-	629	218697467	gidA	EC55989_4216	-	COG0445D	tRNA uridine 5-carboxymethylaminomethyl modification protein GidA
4306305..4306748	-	147	218697468	mioC	EC55989_4217	-	COG0716C	flavodoxin
4306838..4307296	-	152	218697469	asnC	EC55989_4218	-	COG1522K	DNA-binding transcriptional regulator AsnC
4307448..4308440	+	330	218697470	asnA	EC55989_4219	-	COG2502E	asparagine synthetase AsnA
4308445..4309896	-	483	218697471	yieM	EC55989_4220	-	COG2425R	hypothetical protein
4309890..4311386	-	498	218697472	ravA	EC55989_4221	-	COG0714R	regulatory ATPase RavA
4311609..4313477	+	622	218697473	trkD	EC55989_4222	-	COG3158P	potassium transport protein Kup
4313644..4314063	+	139	218697474	rbsD	EC55989_4223	-	COG1869G	D-ribose pyranase
4314071..4315576	+	501	218697475	rbsA	EC55989_4224	-	COG1129G	D-ribose transporter ATP-binding protein
4315581..4316546	+	321	218697476	rbsC	EC55989_4225	-	COG1172G	ribose ABC transporter permease
4316571..4317461	+	296	218697477	rbsB	EC55989_4226	-	COG1879G	D-ribose transporter subunit RbsB
4317587..4318516	+	309	218697478	rbsK	EC55989_4227	-	COG0524G	ribokinase
4318520..4319512	+	330	218697479	rbsR	EC55989_4228	-	COG1609K	transcriptional repressor RbsR
4319478..4320905	-	475	218697480	hsrA	EC55989_4229	-	COG2814G	multidrug or homocysteine efflux system
4320928..4321620	-	230	218697481	yieP	EC55989_4230	-	COG2186K	transcriptional regulator
4327421..4328260	-	279	218697482	hdfR	EC55989_4237	-	COG0583K	transcriptional regulator HdfR
4328379..4328717	+	112	218697483	yifE	EC55989_4238	-	COG3085S	hypothetical protein
4328742..4330292	-	516	218697484	yifB	EC55989_4239	-	COG0606O	ATP-dependent protease
4330615..4330713	+	32	218697485	ilvL	EC55989_5074	-	-	ilvG operon leader peptide
4330853..4332499	+	548	218697486	ilvG	EC55989_4240	-	COG0028EH	acetolactate synthase 2 catalytic subunit
4332496..4332759	+	87	218697487	ilvM	EC55989_4241	-	COG3978S	acetolactate synthase 2 regulatory subunit
4332779..4333708	+	309	218697488	ilvE	EC55989_4242	-	COG0115EH	branched-chain amino acid aminotransferase
4333773..4335623	+	616	218697489	ilvD	EC55989_4243	-	COG0129EG	dihydroxy-acid dehydratase
4335626..4337170	+	514	218697490	ilvA	EC55989_4244	-	COG1171E	threonine dehydratase
4337222..4338115	-	297	218697491	ilvY	EC55989_4245	-	COG0583K	DNA-binding transcriptional regulator IlvY
4338265..4339740	+	491	218697492	ilvC	EC55989_4246	-	COG0059EH	ketol-acid reductoisomerase
4339827..4340108	-	93	218697493	ppiC	EC55989_4247	-	COG0760O	peptidyl-prolyl cis-trans isomerase C
4340307..4340798	-	163	218697494	-	EC55989_4248	-	COG3692S	hypothetical protein
4340973..4342994	+	673	218697495	rep	EC55989_4249	-	COG0210L	ATP-dependent DNA helicase Rep
4343041..4344525	-	494	218697496	gpp	EC55989_4250	-	COG0248FP	guanosine pentaphosphate phosphohydrolase
